facility_name,state,year,primary_fuel,electricity_mwh,total_emissions,emission_intensity,reporting_entity,grid_connected
Port Lincoln Power Station,SA,2016,Diesel,2212.0,4401.0,1.9896021699819169,Synergen Power Pty Limited,Connected
Portland Wind Farms,VIC,2016,Wind,467950.0,68.0,0.0001453146703707661,Spic Pacific Energy Pty Ltd,Connected
Quarantine Power Station,SA,2016,Gas,264028.0,173596.0,0.6574908721802233,Origin Energy Limited,Connected
Ramingining,NT,2016,Diesel,3227.0,2173.0,0.6733808490858383,Power And Water Corporation,Disconnected
Ravensthorpe Power Station,WA,2016,Liquid Fuel,139.0,95.0,0.6834532374100719,Electricity Networks Corporation,Connected
Red Hill Power Station,WA,2016,Landfill Gas,27766.0,1579.0,0.056868112079521714,Ck William Australia Holdings Pty Ltd,Connected
Reece Hydro Power Station,TAS,2016,Hydro,1031386.0,1209.0,0.0011722090468553965,Hydro-Electric Corporation,Connected
Remount Renewable Energy Facility,TAS,2016,Landfill Gas,12554.0,695.0,0.05536084116616218,Lms Energy Pty Ltd,Connected
Repulse Hydro Power Station,TAS,2016,Hydro,144245.0,7.0,4.852854518354189e-05,Hydro-Electric Corporation,Connected
Robinson River,NT,2016,Diesel,1061.0,787.0,0.7417530631479736,Power And Water Corporation,Disconnected
Rochedale Renewable Energy Facility,QLD,2016,Landfill Gas,35649.0,1932.0,0.05419506858537406,Lms Energy Pty Ltd,Connected
Rockingham Landfill Generation,WA,2016,Landfill Gas,21183.0,1088.0,0.05136194117924751,Agl Energy Limited,Connected
Roghan Road Lfg Power Station,QLD,2016,Landfill Gas,997.0,107.0,0.10732196589769308,Ck William Australia Holdings Pty Ltd,Connected
Roma Power Station,QLD,2016,Gas,41739.0,28029.0,0.6715302235319486,Origin Energy Limited,Connected
Ron Goodin Power Station,NT,2016,Gas,113878.0,83638.0,0.734452659864065,Power Generation Corporation,Disconnected
Rowallan Hydro Power Station,TAS,2016,Hydro,49918.0,0.0,,Hydro-Electric Corporation,Connected
Royal Melbourne Hospital Cogeneration Plant,VIC,2016,Gas,30690.0,26844.0,0.8746823069403714,Momentum Energy Pty Limited,Connected
Royalla Solar Farm,ACT,2016,Solar,37199.0,188.0,0.005053899298368236,Dif Infra 4 Holdings Australia Pty Ltd,Connected
Rubicon Hydro Scheme,VIC,2016,Hydro,48938.0,39.0,0.000796926723609465,Agl Energy Limited,Connected
Snowtown South Wind Farm,SA,2016,Wind,416691.0,283.0,0.0006791603370363171,Snowtown South Wind Farm Pty. Ltd.,Connected
Snowtown Wind Farm Stage 2,SA,2016,Wind,406591.0,390.0,0.000959194866585832,Snowtown Wind Farm Stage 2 Pty. Ltd.,Connected
St. Vincent’S Hospital Cogeneration Plant,VIC,2016,Gas,12946.0,13656.0,1.0548431948092074,Momentum Energy Pty Limited,Connected
Sandstone Town Powerstation,WA,2016,Liquid Fuel,701.0,539.0,0.7689015691868759,Contract Power Australia Pty Ltd,Disconnected
Shepparton Renewable Energy Facility,VIC,2016,Landfill Gas,5606.0,313.0,0.05583303603282198,Lms Energy Pty Ltd,Connected
Shoalhaven Landfill Generation,NSW,2016,Landfill Gas,5717.0,247.0,0.04320447787301032,Agl Energy Limited,Connected
Shoalhaven Scheme,NSW,2016,Hydro,117187.0,124409.0,1.0616279962794508,Origin Energy Limited,Connected
Smithfield Power Partnership,NSW,2016,Gas,979394.0,462404.0,0.47213276781356633,Axia Energy Australia Pty Ltd,Connected
Snowtown Wind Farm,SA,2016,Wind,310426.0,468.0,0.0015076056773594996,Snowtown Wind Farm Pty Ltd,Connected
Snowy Hydro Ltd,NSW,2016,Hydro,5459820.0,268141.0,0.049111692326853265,Snowy Hydro Limited,Connected
Snuggery Power Station,SA,2016,Diesel,3197.0,4089.0,1.2790115733500156,Synergen Power Pty Limited,Connected
Solomon Power Station,WA,2016,Gas,273578.0,175216.0,0.6404608557705663,Transalta Energy (Australia) Pty Ltd,Disconnected
Somerton Power Station,VIC,2016,Gas,29144.0,23877.0,0.8192766950315674,Agl Energy Limited,Connected
South Cardup Renewable Energy Facility,WA,2016,Landfill Gas,25132.0,1406.0,0.055944612446283626,Lms Energy Pty Ltd,Connected
South Hedland Power Station,WA,2016,Gas,69614.0,38842.0,0.5579624788117332,Transalta Energy (Australia) Pty Ltd,Disconnected
South Hedland Temporary Generation Power Station,WA,2016,Gas,58520.0,39885.0,0.6815618591934381,Regional Power Corporation,Connected
Springvale Lfg Power Station,VIC,2016,Landfill Gas,14282.0,924.0,0.06469682117350511,Ck William Australia Holdings Pty Ltd,Connected
Stanwell Power Station,QLD,2016,Coal,9267250.0,7971930.0,0.8602260649059862,Stanwell Corporation Limited,Connected
Stapylton Renewable Energy Facility,QLD,2016,Landfill Gas,13954.0,788.0,0.05647126272036692,Lms Energy Pty Ltd,Connected
Starfish Hill Wind Farm,SA,2016,Wind,63834.0,117.0,0.001832879029984021,Ratch - Australia Corporation Limited,Connected
Stockland Headquarters,NSW,2016,Gas,1457.0,910.0,0.6245710363761153,Origin Energy Limited,Connected
Swanbank Renewable Energy Facility,QLD,2016,Landfill Gas,12705.0,692.0,0.05446674537583628,Lms Energy Pty Ltd,Connected
Tahmoor Power Station,NSW,2016,Waste Coal Mine Gas,28237.0,16215.0,0.5742465559372455,Ck William Australia Holdings Pty Ltd,Connected
Tallawarra Power Station,NSW,2016,Gas,803031.0,316063.0,0.39358754518816835,Energyaustralia Holdings Limited,Connected
Tamala Park Power Station,WA,2016,Landfill Gas,40344.0,2558.0,0.06340471941304779,Ck William Australia Holdings Pty Ltd,Connected
Tamar Valley Power Station,TAS,2016,Gas,793836.0,329551.0,0.41513738354017704,Hydro-Electric Corporation,Connected
Tara (Neutral Junction),NT,2016,Diesel,325.0,286.0,0.88,Power And Water Corporation,Disconnected
Taralga Wind Farm,NSW,2016,Wind,288398.0,100.0,0.0003467430426008502,Spic Pacific Energy Pty Ltd,Connected
Tarong Power Stations,QLD,2016,Coal,12311031.0,10712635.0,0.8701655450303065,Stanwell Corporation Limited,Connected
Tarraleah Hydro Power Station,TAS,2016,Hydro,551043.0,73.0,0.000132476049963433,Hydro-Electric Corporation,Connected
Tennant Creek Power Station,NT,2016,Gas,29403.0,21094.0,0.7174097881168588,Power Generation Corporation,Disconnected
The Drop Hydro,NSW,2016,Hydro,5364.0,6.0,0.0011185682326621924,Spic Pacific Energy Pty Ltd,Connected
Ti Tree Generation,NT,2016,Diesel,2443.0,1588.0,0.6500204666393778,Power And Water Corporation,Disconnected
Timber Creek,NT,2016,Diesel,2883.0,2072.0,0.7186958029830038,Power And Water Corporation,Disconnected
Titjikala (Maryvale),NT,2016,Diesel,1113.0,765.0,0.6873315363881402,Power And Water Corporation,Disconnected
Tods Corner Hydro Power Station,TAS,2016,Hydro,1264.0,6.0,0.004746835443037975,Hydro-Electric Corporation,Connected
Toora Wind Farm,VIC,2016,Wind,49514.0,259.0,0.00523084380175304,Ratch - Australia Corporation Limited,Connected
Torrens Island Power Station,SA,2016,Gas,2883881.0,1643453.0,0.5698754560260981,Agl Energy Limited,Connected
Tower Csm Power Station,NSW,2016,Coal Seam Methane,269090.0,185576.0,0.6896428704151027,Ck William Australia Holdings Pty Ltd,Connected
Townsville Power Station,QLD,2016,Gas,524547.0,229293.0,0.437125748502994,Ratch - Australia Corporation Limited,Connected
Trevallyn Hydro Power Station,TAS,2016,Hydro,439575.0,36.0,8.189728715236308e-05,Hydro-Electric Corporation,Connected
Tribute Hydro Power Station,TAS,2016,Hydro,245559.0,37.0,0.0001506766194682337,Hydro-Electric Corporation,Connected
Tungatinah Hydro Power Station,TAS,2016,Hydro,531869.0,90.0,0.00016921459983567383,Hydro-Electric Corporation,Connected
Umbakumba,NT,2016,Diesel,2631.0,2021.0,0.7681489927784112,Power And Water Corporation,Disconnected
University Of Nsw,NSW,2016,Gas,2330.0,1556.0,0.6678111587982832,Origin Energy Limited,Connected
Uranquinty Power Station,NSW,2016,Gas,636399.0,393507.0,0.6183337811655895,Origin Energy Limited,Connected
Utilities Production And Supply,WA,2016,Gas,33088.0,41695.0,1.2601245164410058,Yara Pilbara Fertilisers Pty Ltd,Disconnected
Vales Point Power Station,NSW,2016,Coal,8130715.0,6941108.0,0.85368974315297,Sunset Power International Pty Ltd,Connected
Valley Power,VIC,2016,Gas,4109.0,6887.0,1.676076904356291,Snowy Hydro Limited,Connected
Visy Energy - Coolaroo Co-Gen,VIC,2016,Biofuel,18290.0,40277.0,2.202132312739202,Pratt Consolidated Holdings Pty. Ltd.,Connected
Wadeye (Port Keats),NT,2016,Gas,9420.0,6064.0,0.6437367303609342,Power And Water Corporation,Disconnected
Wagerup Power Station,WA,2016,Gas,50385.0,30949.0,0.6142502728986802,Pioneer Sail Holdings Pty Limited,Connected
Walungurru (Kintore),NT,2016,Diesel,1756.0,1278.0,0.7277904328018223,Power And Water Corporation,Disconnected
Warmun Remote Power Station,WA,2016,Liquid Fuel,2753.0,2046.0,0.7431892480929895,Ck William Australia Holdings Pty Ltd,Disconnected
Warruwi (Goulburn Is),NT,2016,Diesel,1895.0,1300.0,0.6860158311345647,Power And Water Corporation,Disconnected
Waterloo Wind Farm,SA,2016,Wind,309197.0,320.0,0.0010349388900927241,Energyaustralia Holdings Limited,Connected
Wattle Point Wind Farm,SA,2016,Wind,233053.0,264.0,0.0011327895371439115,Agl Energy Limited,Connected
Waubra Wind Farm,VIC,2016,Wind,612417.0,1209.0,0.0019741450678214356,Acciona Energy Oceania Pty. Ltd.,Connected
Wayatinah Hydro Power Station,TAS,2016,Hydro,232238.0,26.0,0.00011195411603613535,Hydro-Electric Corporation,Connected
Weddell Power Station,NT,2016,Gas,380063.0,220184.0,0.5793355312145618,Power Generation Corporation,Connected
Werribee Biogas Generator,VIC,2016,Biogas,54870.0,3913.0,0.07131401494441407,Agl Energy Limited,Connected
West Angelas Power Station,WA,2016,Gas,380221.0,205655.0,0.5408828023702005,Pilbara Iron Pty Ltd,Connected
West Belconnen Lfg Power Station,ACT,2016,Landfill Gas,2175.0,165.0,0.07586206896551724,Ck William Australia Holdings Pty Ltd,Connected
West Kiewa Hydro,VIC,2016,Hydro,197991.0,1040.0,0.005252764014525913,Agl Energy Limited,Connected
Wilga Park Power Station,NSW,2016,Coal Seam Methane,89631.0,49679.0,0.5542613604668027,Santos Limited,Connected
William Hovell Hydro,VIC,2016,Hydro,5467.0,4.0,0.0007316627034936894,Spic Pacific Energy Pty Ltd,Connected
Wilmot Hydro Power Station,TAS,2016,Hydro,133227.0,32.0,0.00024019155276332877,Hydro-Electric Corporation,Connected
Wilora (Stirling),NT,2016,Diesel,293.0,256.0,0.8737201365187713,Power And Water Corporation,Disconnected
Wilpena Pound Solar Generation,SA,2016,Solar,967.0,704.0,0.7280248190279214,Agl Energy Limited,Disconnected
Wiluna Town Powerstation,WA,2016,Liquid Fuel,2367.0,1651.0,0.6975073933248839,Contract Power Australia Pty Ltd,Disconnected
Windy Hill Wind Farm,QLD,2016,Wind,27826.0,45.0,0.0016171925537267304,Ratch - Australia Corporation Limited,Connected
Wingfield 1 Lfg Power Station,SA,2016,Landfill Gas,14991.0,952.0,0.0635047695283837,Ck William Australia Holdings Pty Ltd,Connected
Wingfield 2 Lfg Power Station,SA,2016,Landfill Gas,17258.0,1095.0,0.06344883532274886,Ck William Australia Holdings Pty Ltd,Connected
Wirliyatjarrayi (Willowra),NT,2016,Diesel,888.0,633.0,0.7128378378378378,Power And Water Corporation,Disconnected
Wivenhoe Power Station,QLD,2016,Hydro,66170.0,90668.0,1.3702282000906756,C S Energy Limited,Connected
Wollert Renewable Energy Facility,VIC,2016,Landfill Gas,55058.0,3041.0,0.05523266373642341,Lms Energy Pty Ltd,Connected
Wonthaggi Wind Farm,VIC,2016,Wind,3033.0,9.0,0.002967359050445104,Ck William Australia Holdings Pty Ltd,Connected
Woodlawn Wind Farm,NSW,2016,Wind,146912.0,446.0,0.003035830973644086,Infigen Energy Limited,Connected
Woolnorth Bluff Point Wind Farm Pty Ltd,TAS,2016,Wind,230332.0,97.0,0.0004211312366497056,Shenhua Clean Energy Holdings Pty Limited,Connected
Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,2016,Wind,266405.0,111.0,0.0004166588464931214,Shenhua Clean Energy Holdings Pty Limited,Connected
Woy Woy Landfill Generation,NSW,2016,Landfill Gas,8216.0,489.0,0.059518013631937684,Agl Energy Limited,Connected
Wyangala A,NSW,2016,Hydro,70965.0,4.0,5.6365814133727895e-05,Hydro Power Pty Limited,Connected
Wyangala B,NSW,2016,Hydro,11246.0,1.0,8.892050506846879e-05,Hydro Power Pty Limited,Connected
Wyndham Power Station & Distribution Network,WA,2016,Diesel,143.0,115.0,0.8041958041958042,Regional Power Corporation,Disconnected
Wyndham Renewable Energy Facility,VIC,2016,Landfill Gas,14795.0,753.0,0.05089557282865833,Lms Energy Pty Ltd,Connected
Wyong Renewable Energy Facility,NSW,2016,Landfill Gas,18173.0,999.0,0.05497166125570902,Lms Energy Pty Ltd,Connected
Yalgoo Town Powerstation,WA,2016,Liquid Fuel,1078.0,786.0,0.7291280148423006,Contract Power Australia Pty Ltd,Disconnected
Yallourn Power Station,VIC,2016,Coal,11473837.0,14985752.0,1.306080258940405,Energyaustralia Holdings Limited,Connected
Yambuk Wind Farm,VIC,2016,Wind,86713.0,20.0,0.0002306459239099097,Spic Pacific Energy Pty Ltd,Connected
Yarnima Power Station,WA,2016,Gas,707273.0,302918.0,0.42829006621205673,Bhp Billiton Iron Ore Pty. Ltd.,Disconnected
Yarralin,NT,2016,Diesel,1375.0,985.0,0.7163636363636363,Power And Water Corporation,Disconnected
Yarrawonga Hydro,VIC,2016,Hydro,31445.0,31.0,0.0009858483065670219,Agl Energy Limited,Connected
Yuendumu,NT,2016,Diesel,5177.0,3576.0,0.6907475371836971,Power And Water Corporation,Disconnected
Yulara Power Station,NT,2016,Gas,19885.0,13173.0,0.662459140055318,Power Generation Corporation,Disconnected
Yungngora Power Station & Yungngora Distribution Network,WA,2016,Diesel,1530.0,872.0,0.5699346405228758,Regional Power Corporation,Disconnected
Yurralyi Maya Power Station,WA,2016,Gas,756219.0,414906.0,0.5486585235229477,Pilbara Iron Pty Ltd,Connected
Albany Wind Farm,WA,2017,Wind,92682.0,22.0,0.0002373707947605792,Electricity Generation And Retail Corporation,Connected
Albury Renewable Energy Facility,NSW,2017,Landfill Gas,7494.0,427.0,0.05697891646650654,Lms Energy Pty Ltd,Connected
Alfred Hospital Cogeneration Plant,VIC,2017,Gas,18655.0,16364.0,0.8771911015813455,Momentum Energy Pty Limited,Connected
Alinta Pinjarra Generation Facility,WA,2017,Gas,2155606.0,1410553.0,0.6543649442430574,Alcoa Australian Holdings Pty Ltd,Connected
Alinta Wind Farm,WA,2017,Wind,323399.0,762.0,0.002356222499141927,Infigen Energy Limited,Connected
Alpurrurulam (Lake Nash),NT,2017,Diesel,1601.0,1178.0,0.73579013116802,Power And Water Corporation,Disconnected
Amanbidgi (Kildurk),NT,2017,Diesel,259.0,250.0,0.9652509652509652,Power And Water Corporation,Disconnected
"Ampilatwatja (Alparra, Ammaroo)",NT,2017,Diesel,3615.0,2229.0,0.616597510373444,Power And Water Corporation,Disconnected
Amunturangu (Mount Liebig),NT,2017,Diesel,816.0,559.0,0.6850490196078431,Power And Water Corporation,Disconnected
Angaston Power Station,SA,2017,Diesel,2222.0,2249.0,1.0121512151215122,Snowy Hydro Limited,Connected
Appin Csm Power Station,NSW,2017,Waste Coal Mine Gas,99470.0,73634.0,0.7402633959987936,Edl Csm (Nsw) Pty Ltd,Connected
Aputula (Finke),NT,2017,Diesel,969.0,697.0,0.7192982456140351,Power And Water Corporation,Disconnected
Ardyaloon Facility,WA,2017,Diesel,1962.0,1420.0,0.7237512742099899,Energy Generation Pty Ltd,Disconnected
Areyonga (Utju),NT,2017,Diesel,1080.0,694.0,0.6425925925925926,Power And Water Corporation,Disconnected
Atitjere (Harts Range),NT,2017,Diesel,951.0,696.0,0.7318611987381703,Power And Water Corporation,Disconnected
Atlas Renewable Energy Facility,WA,2017,Landfill Gas,2134.0,128.0,0.05998125585754452,Lms Energy Pty Ltd,Connected
Australand,NSW,2017,Gas,592.0,377.0,0.6368243243243243,Origin Energy Limited,Connected
Awaba Renewable Energy Facility,NSW,2017,Landfill Gas,8250.0,451.0,0.05466666666666667,Lms Energy Pty Ltd,Connected
Bairnsdale Power Station,VIC,2017,Gas,260583.0,137803.0,0.5288257484179705,Pioneer Sail Holdings Pty Limited,Connected
Bald Hills Wind Farm Pty Ltd,VIC,2017,Wind,362986.0,927.0,0.0025538175026034063,Bald Hills Wf Holdings Pty Ltd,Connected
Ballarat Renewable Energy Facility,VIC,2017,Landfill Gas,6904.0,396.0,0.05735805330243337,Lms Energy Pty Ltd,Connected
Ballarat Solar Park,VIC,2017,Solar,402.0,2.0,0.004975124378109453,Origin Energy Limited,Connected
Banimboola Hydro,VIC,2017,Hydro,3080.0,63.0,0.020454545454545454,Agl Energy Limited,Connected
Barcaldine Power Station Facility,QLD,2017,Gas,845.0,4706.0,5.569230769230769,Energy Queensland Limited,Connected
Barcaldine Remote Community Solar Farm Pty Ltd,QLD,2017,Solar,55698.0,123.0,0.002208337821824841,Kiamco Foresight Hanwha Barcaldine 1 Pty Ltd,Connected
Barron Gorge Power Station,QLD,2017,Hydro,153898.0,675.0,0.004386021910616122,Stanwell Corporation Limited,Connected
Bastyan Hydro Power Station,TAS,2017,Hydro,359273.0,23.0,6.40181700266928e-05,Hydro-Electric Corporation,Connected
Bayswater Power Station,NSW,2017,Coal,15545800.0,13725965.0,0.8829371920390073,Agl Energy Limited,Connected
Beagle Bay Facility,WA,2017,Diesel,1752.0,1263.0,0.7208904109589042,Energy Generation Pty Ltd,Disconnected
Belrose Lfg Power Station,NSW,2017,Landfill Gas,2280.0,185.0,0.08114035087719298,Edl Lfg (Nsw) Pty Ltd,Connected
Bendigo Renewable Energy Facility,VIC,2017,Landfill Gas,4188.0,236.0,0.05635148042024833,Lms Energy Pty Ltd,Connected
Bendigo Solar Park,VIC,2017,Solar,480.0,4.0,0.008333333333333333,Origin Energy Limited,Connected
Berwick Lfg Power Station,VIC,2017,Landfill Gas,12046.0,1097.0,0.09106757429852233,Edl Lfg (Vic) Pty Ltd,Connected
Bidyadanga Facility,WA,2017,Diesel,2876.0,2117.0,0.7360917941585535,Energy Generation Pty Ltd,Disconnected
Birkdale Renewable Energy Facility,QLD,2017,Landfill Gas,5919.0,328.0,0.055414766007771586,Lms Energy Pty Ltd,Connected
Blackmores,NSW,2017,Gas,1396.0,964.0,0.6905444126074498,Origin Energy Limited,Connected
Bluewaters Power 1,WA,2017,Coal,1610263.0,1444218.0,0.896883304155905,Bluewaters Power 1 Pty Ltd,Connected
Bluewaters Power 2,WA,2017,Coal,1731278.0,1522333.0,0.8793116992187274,Bluewaters Power 2 Pty Ltd,Connected
Boco Rock Wind Farm Pty Ltd,NSW,2017,Wind,372019.0,1149.0,0.0030885519287993353,Cwp Renewables Pty Ltd,Connected
Bogong Power Station,VIC,2017,Hydro,80801.0,934.0,0.011559262880409897,Agl Energy Limited,Connected
Bond,NSW,2017,Gas,963.0,598.0,0.6209761163032191,Origin Energy Limited,Connected
Borroloola Generation,NT,2017,Diesel,6355.0,4359.0,0.6859166011014949,Power And Water Corporation,Disconnected
Braemar 2 Power Station,QLD,2017,Coal Seam Methane,257199.0,158353.0,0.6156827981446273,Arrow Energy Holdings Pty Ltd,Connected
Braemar Power Station,QLD,2017,Coal Seam Methane,424417.0,250678.0,0.5906408084501799,Pioneer Sail Holdings Pty Limited,Connected
Bremer Bay Wind Diesel Power Station,WA,2017,Wind,1658.0,66.0,0.039806996381182146,Electricity Generation And Retail Corporation,Connected
Broadmeadows Lfg Power Station,VIC,2017,Landfill Gas,13299.0,952.0,0.07158432964884578,Edl Lfg (Vic) Pty Ltd,Connected
Broadwater Power Plant,NSW,2017,Biomass,235267.0,8143.0,0.03461173900292008,Cape Byron Management Pty Ltd,Connected
Broken Hill Solar Plant,NSW,2017,Solar,130707.0,423.0,0.003236245954692557,Agl Energy Limited,Connected
Brooklyn Lfg Power Station,VIC,2017,Landfill Gas,11216.0,707.0,0.06303495007132667,Edl Lfg (Vic) Pty Ltd,Connected
Broome Lng Power Station,WA,2017,Gas,138956.0,77522.0,0.5578888281182532,Edl Ngd (Wa) Pty Ltd,Disconnected
Browns Plains Lfg Power Station,QLD,2017,Landfill Gas,13732.0,875.0,0.06371977861928342,Edl Lfg (Qld) Pty Ltd,Connected
Bulla Camp,NT,2017,Diesel,418.0,389.0,0.930622009569378,Power And Water Corporation,Disconnected
Bulman,NT,2017,Diesel,1185.0,896.0,0.7561181434599156,Power And Water Corporation,Disconnected
Burrendong Hydro,NSW,2017,Hydro,36227.0,37.0,0.0010213376763187677,Agl Energy Limited,Connected
Burrinjuck Hydro,NSW,2017,Hydro,59834.0,38.0,0.0006350904168198683,Meridian Energy Australia Pty Ltd,Connected
Butlers Gorge Hydro Power Station,TAS,2017,Hydro,80281.0,0.0,,Hydro-Electric Corporation,Connected
Callide B Power Station,QLD,2017,Coal,5505031.0,5103540.0,0.9270683489339115,C S Energy Limited,Connected
Callide C Power Station,QLD,2017,Coal,5839915.0,5265665.0,0.9016680893471909,C S Energy Limited,Connected
Callide C Power Station (Facility),QLD,2017,Coal,5839915.0,5265665.0,0.9016680893471909,Ozgen Holdings Australia Pty Ltd,Connected
Canunda Wind Farm,SA,2017,Wind,130440.0,33.0,0.0002529898804047838,Canunda Power Pty Ltd,Connected
Cape Lambert Power Station,WA,2017,Gas,155881.0,94474.0,0.6060648828272849,Pilbara Iron Pty Ltd,Connected
Capital East Solar Farm,NSW,2017,Solar,172.0,5.0,0.029069767441860465,Infigen Energy Limited,Connected
Capital Wind Farm,NSW,2017,Wind,384111.0,995.0,0.0025903970466870253,Infigen Energy Limited,Connected
Carnarvon Power Station & Distribution Network,WA,2017,Gas,43196.0,22440.0,0.5194925456060746,Regional Power Corporation,Disconnected
Catagunya Hydro Power Station,TAS,2017,Hydro,231698.0,21.0,9.063522343740558e-05,Hydro-Electric Corporation,Connected
Cathedral Rocks Wind Farm,SA,2017,Wind,153042.0,184.0,0.0012022843402464682,Acciona Energy Oceania Pty. Ltd.,Connected
Cethana Hydro Power Station,TAS,2017,Hydro,426438.0,276.0,0.0006472218704712057,Hydro-Electric Corporation,Connected
Challicum Hills Wind Farm,VIC,2017,Wind,132743.0,58.0,0.00043693452762104217,Spic Pacific Energy Pty Ltd,Connected
Channel Island Power Station,NT,2017,Gas,1062787.0,615463.0,0.5791028682134802,Power Generation Corporation,Connected
Chifley Square,NSW,2017,Gas,1058.0,625.0,0.5907372400756143,Origin Energy Limited,Connected
Clayton Lfg Power Station,VIC,2017,Landfill Gas,84204.0,5056.0,0.0600446534606432,Edl Lfg (Vic) Pty Ltd,Connected
Clements Gap Wind Farm,SA,2017,Wind,189041.0,120.0,0.0006347829306869938,Spic Pacific Energy Pty Ltd,Connected
Clover Hydro,VIC,2017,Hydro,54392.0,270.0,0.00496396528901309,Agl Energy Limited,Connected
Cluny Hydro Power Station,TAS,2017,Hydro,18213.0,40.0,0.002196233459616757,Hydro-Electric Corporation,Connected
Cockburn Power Station,WA,2017,Gas,118035.0,45893.0,0.3888084042868641,Electricity Generation And Retail Corporation,Connected
Cocos Keeling Islands - Home Island Generation,WA,2017,Diesel,2476.0,1735.0,0.7007269789983845,Water Corporation,Disconnected
Cocos Keeling Islands - West Island Generation,WA,2017,Diesel,2486.0,1981.0,0.7968624296057925,Water Corporation,Disconnected
Codrington Wind Farm,VIC,2017,Wind,43585.0,23.0,0.0005277044854881266,Spic Pacific Energy Pty Ltd,Connected
Collgar Wind Farm,WA,2017,Wind,715500.0,978.0,0.0013668763102725368,Cwf Holdings Pty Ltd,Connected
Collie Power Station,WA,2017,Coal,2031944.0,1848693.0,0.9098149358446886,Electricity Generation And Retail Corporation,Connected
Colongra Power Station,NSW,2017,Gas,15121.0,15043.0,0.9948416110045631,Snowy Hydro Limited,Connected
Condamine Power Station,QLD,2017,Gas,849462.0,377557.0,0.444466026732214,Qgc Upstream Investments Pty Ltd,Connected
Condong Power Plant,NSW,2017,Biomass,215118.0,6699.0,0.031141048168911944,Cape Byron Management Pty Ltd,Connected
Coober Pedy Facility,SA,2017,Wind,17526.0,2913.0,0.16621020198562136,Energy Generation Pty Ltd,Disconnected
Coopers Cogeneration,SA,2017,Gas,23536.0,17509.0,0.7439242012236573,Agl Energy Limited,Connected
Copeton Hydro,NSW,2017,Hydro,41257.0,44.0,0.0010664856872773104,Agl Energy Limited,Connected
Coral Bay Wind Diesel Power Station,WA,2017,Wind,3542.0,1592.0,0.4494635798983625,Electricity Generation And Retail Corporation,Disconnected
Corio Lfg Power Station,VIC,2017,Landfill Gas,7471.0,484.0,0.06478383081247491,Edl Lfg (Vic) Pty Ltd,Connected
Crowlands Wind Farm,VIC,2017,Wind,117.0,1086.0,9.282051282051283,Spic Pacific Energy Pty Ltd,Connected
Cue Town Powerstation,WA,2017,Diesel,2980.0,2060.0,0.6912751677852349,Contract Power Australia Pty Ltd,Disconnected
Cullerin Range Wind Farm,NSW,2017,Wind,112691.0,110.0,0.0009761205420131155,Cullerin Range Wind Farm Pty Ltd,Connected
Degrussa Solar Project Pty Ltd,WA,2017,Solar,19858.0,430.0,0.021653741565112298,Neoen Australia Pty Ltd,Disconnected
Dubbo Solar Hub Pty Ltd,NSW,2017,Solar,4950.0,16.0,0.0032323232323232323,Neoen Australia Pty Ltd,Connected
Daandine Power Station,QLD,2017,Coal Seam Methane,218721.0,109265.0,0.49956337068685674,Apt Pipelines Limited,Connected
Daandine Power Station,QLD,2017,Coal Seam Methane,218721.0,109265.0,0.49956337068685674,Clarke Energy (Australia) Pty Ltd,Connected
Daly Waters Generation,NT,2017,Diesel,1144.0,813.0,0.7106643356643356,Power And Water Corporation,Disconnected
Dandenong,VIC,2017,Gas,236.0,592.0,2.5084745762711864,Origin Energy Limited,Connected
Dandenong Hospital Cogeneration Plant,VIC,2017,Gas,16918.0,16259.0,0.9610474051306301,Momentum Energy Pty Limited,Connected
Darling Downs Power Station,QLD,2017,Gas,2245314.0,944682.0,0.42073491725433504,Origin Energy Limited,Connected
Dartmouth Hydro,VIC,2017,Hydro,56003.0,637.0,0.01137439065764334,Agl Energy Limited,Connected
Darwin Renewable Energy Facility,NT,2017,Landfill Gas,8608.0,504.0,0.05855018587360595,Lms Energy Pty Ltd,Connected
Denham Power Station & Denham Distribution Network,WA,2017,Diesel,4066.0,2674.0,0.6576487948844073,Regional Power Corporation,Disconnected
Denham Wind Farm,WA,2017,Wind,1363.0,1.0,0.0007336757153338225,Electricity Generation And Retail Corporation,Disconnected
Derby Lng Power Station,WA,2017,Gas,33728.0,19928.0,0.5908444022770398,Edl Ngd (Wa) Pty Ltd,Disconnected
Devils Gate Hydro Power Station,TAS,2017,Hydro,297186.0,20.0,6.729792116721514e-05,Hydro-Electric Corporation,Connected
Diamantina Power Station,QLD,2017,Gas,1601458.0,656938.0,0.41021244391048656,Apt Pipelines Limited,Connected
Djarindjin Facility,WA,2017,Diesel,1923.0,1390.0,0.7228289131565263,Energy Generation Pty Ltd,Disconnected
Drapac,VIC,2017,Gas,593.0,403.0,0.6795952782462057,Origin Energy Limited,Connected
Dry Creek Power Station,SA,2017,Gas,10726.0,11006.0,1.0261047920939772,Synergen Power Pty Limited,Connected
Eastern Creek 2 Renewable Energy Facility,NSW,2017,Landfill Gas,57086.0,3036.0,0.0531829170024174,Lms Energy Pty Ltd,Connected
Eastern Creek Lfg Power Station,NSW,2017,Landfill Gas,8891.0,526.0,0.05916094927454729,Edl Lfg (Nsw) Pty Ltd,Connected
