facility_name,state,year,primary_fuel,electricity_mwh,total_emissions,emission_intensity,reporting_entity,grid_connected
Hopetoun Wind Diesel Power Station,WA,2022,Diesel,5504.0,2691.0,0.4889171511627907,Electricity Generation And Retail Corporation,Disconnected
Hume Hydro,NSW,2022,Hydro,295200.0,105.0,0.00035569105691056913,Peak Renewables Holdings Pty Ltd,Connected
Hydro Power Station - Bastyan,TAS,2022,Hydro,323677.0,39.0,0.00012049048897512026,Hydro-Electric Corporation,Connected
Hydro Power Station - Butlers Gorge Inc Nieterana,TAS,2022,Hydro,60309.0,232.0,0.00384685536155466,Hydro-Electric Corporation,Connected
Hydro Power Station - Catagunya,TAS,2022,Hydro,188665.0,44.0,0.00023321760792939866,Hydro-Electric Corporation,Connected
Hydro Power Station - Cethana,TAS,2022,Hydro,381322.0,691.0,0.001812116793680931,Hydro-Electric Corporation,Connected
Hydro Power Station - Cluny,TAS,2022,Hydro,67203.0,19.0,0.0002827254735651682,Hydro-Electric Corporation,Connected
Hydro Power Station - Devils Gate,TAS,2022,Hydro,276879.0,22.0,7.945709136482002e-05,Hydro-Electric Corporation,Connected
Hydro Power Station - Fisher & Rowallan,TAS,2022,Hydro,268247.0,159.0,0.0005927372906313957,Hydro-Electric Corporation,Connected
Hydro Power Station - Gordon,TAS,2022,Hydro,561649.0,44.0,7.834074306194795e-05,Hydro-Electric Corporation,Connected
Hydro Power Station - John Butters,TAS,2022,Hydro,437997.0,621.0,0.0014178179302597963,Hydro-Electric Corporation,Connected
Hydro Power Station - Lake Echo,TAS,2022,Hydro,46078.0,46.0,0.0009983072181952342,Hydro-Electric Corporation,Connected
Hydro Power Station - Lake Margaret Lower,TAS,2022,Hydro,10862.0,1.0,9.206407659731172e-05,Hydro-Electric Corporation,Connected
Hydro Power Station - Lake Margaret Upper,TAS,2022,Hydro,35689.0,30.0,0.0008405951413600829,Hydro-Electric Corporation,Connected
Hydro Power Station - Lemonthyme,TAS,2022,Hydro,254842.0,70.0,0.00027467999780256004,Hydro-Electric Corporation,Connected
Hydro Power Station - Liapootah,TAS,2022,Hydro,370579.0,87.0,0.00023476775532342632,Hydro-Electric Corporation,Connected
Hydro Power Station - Mackintosh,TAS,2022,Hydro,318827.0,676.0,0.0021202721224990355,Hydro-Electric Corporation,Connected
Hydro Power Station - Meadowbank,TAS,2022,Hydro,149788.0,26.0,0.0001735786578364088,Hydro-Electric Corporation,Connected
Hydro Power Station - Paloona,TAS,2022,Hydro,126200.0,32.0,0.00025356576862123613,Hydro-Electric Corporation,Connected
Hydro Power Station - Parangana,TAS,2022,Hydro,5291.0,0.0,,Hydro-Electric Corporation,Connected
Hydro Power Station - Poatina,TAS,2022,Hydro,1450760.0,1418.0,0.0009774187322506825,Hydro-Electric Corporation,Connected
Hydro Power Station - Reece,TAS,2022,Hydro,855497.0,2954.0,0.003452963598937226,Hydro-Electric Corporation,Connected
Hydro Power Station - Repulse,TAS,2022,Hydro,117953.0,21.0,0.00017803701474316042,Hydro-Electric Corporation,Connected
Hydro Power Station - Tarraleah,TAS,2022,Hydro,472659.0,654.0,0.0013836613710941715,Hydro-Electric Corporation,Connected
Hydro Power Station - Tods Corner,TAS,2022,Hydro,163.0,15.0,0.09202453987730061,Hydro-Electric Corporation,Connected
Hydro Power Station - Trevallyn,TAS,2022,Hydro,558880.0,42.0,7.51503006012024e-05,Hydro-Electric Corporation,Connected
Hydro Power Station - Tribute,TAS,2022,Hydro,243717.0,75.0,0.00030773397013749554,Hydro-Electric Corporation,Connected
Hydro Power Station - Tungatinah,TAS,2022,Hydro,429594.0,162.0,0.00037710023883015124,Hydro-Electric Corporation,Connected
Hydro Power Station - Wayatinah,TAS,2022,Hydro,219153.0,38.0,0.0001733948428723312,Hydro-Electric Corporation,Connected
Hydro Power Station - Wilmot,TAS,2022,Hydro,127351.0,40.0,0.0003140925473690823,Hydro-Electric Corporation,Connected
Ikuntji (Haasts Bluff),NT,2022,Diesel,615.0,534.0,0.8682926829268293,Power And Water Corporation,Disconnected
Imangara (Murray Downs),NT,2022,Diesel,299.0,246.0,0.822742474916388,Power And Water Corporation,Disconnected
Imanpa (Mount Ebenezer),NT,2022,Diesel,619.0,459.0,0.7415185783521809,Power And Water Corporation,Disconnected
Ipswich Renewable Energy Facility,QLD,2022,Landfill Gas,3273.0,251.0,0.07668805377329667,Lms Energy Pty Ltd,Connected
Jabiru Power Station,NT,2022,Diesel,5918.0,5207.0,0.879858060155458,Ck William Australia Holdings Pty Ltd,Disconnected
Jack'S Gully Lfg Power Station,NSW,2022,Landfill Gas,8070.0,632.0,0.07831474597273853,Ck William Australia Holdings Pty Ltd,Connected
Jeeralang Power Station,VIC,2022,Gas,51904.0,46745.0,0.9006049630086314,Energyaustralia Holdings Limited,Connected
Jemalong Pv Asset Pty Ltd As Trustee For The Jemalong Pv Asset Trust,NSW,2022,Solar,105215.0,675.0,0.006415435061540655,Genex Power Limited,Connected
Jundah Remote Generation,QLD,2022,Diesel,1101.0,732.0,0.6648501362397821,Energy Queensland Limited,Disconnected
Junee Solar Farm,NSW,2022,Solar,62913.0,217.0,0.0034492076359416974,Metka Egn Australia Holdings Pty Ltd,Connected
Kaban Wind Farm Pty Ltd,QLD,2022,Wind,116984.0,1198.0,0.010240716679203994,Neoen Australia Pty. Ltd.,Connected
Karadoc Solar Farm,VIC,2022,Solar,182007.0,384.0,0.002109808963391518,Karadoc Solar Farm Holdco Pty Ltd,Connected
Kalamunda Power Station,WA,2022,Diesel,0.0,1.0,,Ck William Australia Holdings Pty Ltd,Connected
Kalbarri Wind Farm,WA,2022,Wind,2641.0,0.0,,Electricity Generation And Retail Corporation,Connected
Kalgoorlie Gas Turbine Station,WA,2022,Gas,4465.0,4655.0,1.0425531914893618,Electricity Generation And Retail Corporation,Connected
Kalgoorlie Power Station,WA,2022,Gas,245295.0,137865.0,0.5620375466275301,Transalta Energy (Australia) Pty Ltd,Connected
Kalkaringi (Wave Hill),NT,2022,Diesel,2601.0,1821.0,0.7001153402537486,Power And Water Corporation,Disconnected
Kaltukatjara (Docker River),NT,2022,Diesel,1523.0,916.0,0.6014445173998687,Power And Water Corporation,Disconnected
Kalumburu Power Station & Distribution Network,WA,2022,Diesel,2427.0,874.0,0.36011536876802636,Regional Power Corporation,Disconnected
Kambalda Power Station,WA,2022,Gas,262980.0,146527.0,0.5571792531751464,Transalta Energy (Australia) Pty Ltd,Connected
Kareeya Power Station,QLD,2022,Hydro,402310.0,3628.0,0.009017921503318337,Cleanco Queensland Limited,Connected
Karratha Power Station,WA,2022,Gas,102091.0,76555.0,0.749870213828839,Atco Australia Pty Ltd,Connected
Karratha Solar Farm,WA,2022,Solar,1768.0,6.0,0.003393665158371041,Sentient Impact Group Pty Ltd,Connected
Karratha Temporary Generation Power Station,WA,2022,Gas,432.0,601.0,1.3912037037037037,Regional Power Corporation,Connected
Katherine Power Station,NT,2022,Gas,25984.0,19337.0,0.7441887315270936,Power Generation Corporation,Connected
Keepit Hydro,NSW,2022,Hydro,25305.0,20.0,0.0007903576368306659,Peak Renewables Holdings Pty Ltd,Connected
Kemerton Power Station,WA,2022,Gas,694109.0,464382.0,0.6690332498209935,Ratch - Australia Corporation Pty Ltd,Connected
Kennedy Energy Park Pty Ltd,QLD,2022,Wind,154995.0,138.0,0.0008903513016548921,Kennedy Energy Park Holdings Pty Ltd,Connected
Kiamal Solar Farm,VIC,2022,Solar,261488.0,4228.0,0.01616900201921312,Totalenergies Renewables Australia Pty Ltd,Connected
Kiata Wind Farm,VIC,2022,Wind,125252.0,227.0,0.0018123463098393639,Atmos Topco Pty Ltd,Connected
Kidston Solar One - Solar - Qld,QLD,2022,Solar,117811.0,962.0,0.008165621206848257,Genex Power Limited,Connected
Kings Canyon,NT,2022,Solar,1850.0,1359.0,0.7345945945945946,Power Generation Corporation,Disconnected
Kogan Creek Power Station,QLD,2022,Coal,4491560.0,3791943.0,0.8442374141723589,C S Energy Limited,Connected
Kowanyama Remote Generation,QLD,2022,Diesel,5684.0,3754.0,0.6604503870513723,Energy Queensland Limited,Disconnected
Kubin Island Remote Generation,QLD,2022,Diesel,2482.0,1678.0,0.6760676873489122,Energy Queensland Limited,Disconnected
Kununurra Power Station & Kununurra Distribution Network,WA,2022,Diesel,12.0,67.0,5.583333333333333,Regional Power Corporation,Disconnected
Kwinana Battery Energy Storage Site,WA,2022,Battery,0.0,480.0,,Electricity Generation And Retail Corporation,Connected
Kwinana Gas Fired Power Station,WA,2022,Gas,1458348.0,584031.0,0.40047437237202643,Newgen Kwinana Holdings Pty Ltd,Connected
Kwinana Power Station,WA,2022,Gas,1070204.0,543135.0,0.5075060455763574,Electricity Generation And Retail Corporation,Connected
Kwinana Swift Power Station,WA,2022,Gas,106642.0,62227.0,0.583513062395679,Agl Energy Limited,Connected
La Trobe,VIC,2022,Gas,1.0,1.0,1.0,Origin Energy Limited,Connected
Ladbroke Grove Power Station,SA,2022,Gas,63771.0,32618.0,0.5114864123190792,Origin Energy Limited,Connected
Lajamanu (Hooker Creek),NT,2022,Diesel,3331.0,1891.0,0.5676973881717202,Power And Water Corporation,Disconnected
Lake Bonney Bess Pty Ltd,SA,2022,Battery,0.0,696.0,,Iberdrola Australia Limited,Connected
"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,2022,Wind,543619.0,632.0,0.001162578938558071,Iberdrola Australia Limited,Connected
Lal Lal Wind Farm,VIC,2022,Wind,543976.0,2041.0,0.00375200376487198,Lal Lal Wind Farms Nom Co Pty Limited,Connected
Laramba (Napperby),NT,2022,Diesel,988.0,697.0,0.7054655870445344,Power And Water Corporation,Disconnected
Laverton North Power Station,VIC,2022,Gas,106312.0,73026.0,0.686902701482429,Snowy Hydro Limited,Connected
Laverton Power Station & Distribution Network,WA,2022,Diesel,4128.0,2725.0,0.6601259689922481,Regional Power Corporation,Disconnected
Leinster Power Station,WA,2022,Gas,246261.0,135634.0,0.550773366468909,Transalta Energy (Australia) Pty Ltd,Disconnected
Leonora Facility,WA,2022,Gas,7666.0,6316.0,0.823897730237412,Ck William Australia Holdings Pty Ltd,Disconnected
Liddell Power Station,NSW,2022,Coal,5527506.0,5265703.0,0.9526363245919588,Agl Energy Limited,Connected
Lilyvale Solar Farm,QLD,2022,Solar,185624.0,638.0,0.003437055553161229,Lilyvale Holdings Co Pty. Ltd.,Connected
Limondale Solar Farm,NSW,2022,Solar,443762.0,2407.0,0.005424078672802087,Rwe Renewables Australia Pty Ltd,Connected
Lincoln Gap Wind Farm Operations Pty Ltd,SA,2022,Wind,731752.0,4249.0,0.005806612076222546,Lincoln Gap Operations Pty Ltd,Connected
Lockhart River Remote Generation,QLD,2022,Diesel,3311.0,2209.0,0.6671700392630625,Energy Queensland Limited,Disconnected
Logan Hyperdome Solar Farm,QLD,2022,Solar,6157.0,0.0,,Energy Queensland Limited,Disconnected
Lonsdale/Port Stanvac Power Station,SA,2022,Diesel,8886.0,6435.0,0.7241728561782579,Snowy Hydro Limited,Connected
Looma Ngd Power Station,WA,2022,Diesel,2469.0,1831.0,0.7415957877683272,Ck William Australia Holdings Pty Ltd,Disconnected
Loy Yang B Power Station,VIC,2022,Coal,8741384.0,9812258.0,1.1225062301347246,Pioneer Sail Holdings Pty Limited,Connected
Loy Yang Power Station And Mine,VIC,2022,Coal,13929522.0,16360431.0,1.1745148900299667,Agl Energy Limited,Connected
Lucas Heights 1 Lfg Power Station,NSW,2022,Landfill Gas,20809.0,1614.0,0.07756259310875102,Ck William Australia Holdings Pty Ltd,Connected
Lucas Heights 2 Lfg Power Station,NSW,2022,Landfill Gas,114956.0,9047.0,0.07869967639792616,Ck William Australia Holdings Pty Ltd,Connected
Moura Solar Farm Spv Pty Ltd,QLD,2022,Solar,75600.0,841.0,0.011124338624338625,Moura Solar Farm Holdings Pty Ltd,Connected
Msf,SA,2022,Solar,10598.0,7.0,0.0006605019815059445,Qs Maps Holdings No. 3 Pty Ltd,Connected
Mabuig Island Remote Generation,QLD,2022,Diesel,1164.0,858.0,0.7371134020618557,Energy Queensland Limited,Disconnected
Macarthur Wind Farm,VIC,2022,Wind,672232.0,12010.0,0.01786585583548537,Agl Energy Limited,Connected
Manildra Solar Farm,NSW,2022,Solar,43023.0,171.0,0.003974618227459731,Banpu Australia Co. Pty Ltd,Connected
Maningrida,NT,2022,Diesel,10237.0,6064.0,0.5923610432743968,Power And Water Corporation,Disconnected
Mapoon Remote Generation,QLD,2022,Diesel,1927.0,1217.0,0.6315516346652829,Energy Queensland Limited,Disconnected
Marble Bar Power Station & Marble Bar Distribution Network,WA,2022,Diesel,2115.0,1144.0,0.5408983451536643,Regional Power Corporation,Disconnected
Maroona Wind Farm,VIC,2022,Wind,26006.0,23.0,0.0008844112897023763,Ps Renewable Energy Holdings Pty Ltd,Connected
Maryborough Lfge Station,QLD,2022,Landfill Gas,12252.0,1298.0,0.1059418870388508,Lgi Limited,Connected
Maryrorough Solar Farm,QLD,2022,Solar,59887.0,107.0,0.0017866982817639889,Sentient Impact Group Pty Ltd,Connected
Mc Robies Gully Renewable Energy Facility,TAS,2022,Landfill Gas,3700.0,254.0,0.06864864864864866,Lms Energy Pty Ltd,Connected
Mcarthur River Power Station,NT,2022,Gas,293703.0,141369.0,0.4813331835221295,Ck William Australia Holdings Pty Ltd,Disconnected
Mckay Creek Hydro,VIC,2022,Hydro,131565.0,1230.0,0.009348990993045262,Agl Energy Limited,Connected
Meekatharra Solar Farm,WA,2022,Solar,400.0,0.0,,Qgif Swan Holdco Pty Ltd,Disconnected
Meekatharra Town Power Station,WA,2022,Diesel,6312.0,4361.0,0.6909062103929025,Qgif Swan Holdco Pty Ltd,Disconnected
Menzies Power Station & Distribution Network,WA,2022,Diesel,725.0,547.0,0.7544827586206897,Regional Power Corporation,Disconnected
Merredin Solar Farm,WA,2022,Solar,236233.0,354.0,0.0014985205284613072,Sun Australia Holdings Pty Ltd,Connected
Metz Solar Farm,NSW,2022,Solar,236886.0,1280.0,0.0054034430063406025,Metz Holdco Pty Ltd,Connected
Mica Creek Power Station,QLD,2022,Gas,149476.0,49174.0,0.32897588910594344,Glencore Holdings Pty Limited,Connected
Milikapiti (Snake Bay),NT,2022,Diesel,2502.0,1985.0,0.793365307753797,Power And Water Corporation,Disconnected
Milingimbi,NT,2022,Diesel,3969.0,2480.0,0.6248425296044343,Power And Water Corporation,Disconnected
Millmerran Power Station (Facility),QLD,2022,Coal,5983007.0,5010580.0,0.8374685170851379,Genuity Pty Ltd,Connected
Milyakburra (Bickerton Island),NT,2022,Diesel,902.0,575.0,0.6374722838137472,Power And Water Corporation,Disconnected
Minjilang (Croker Island),NT,2022,Diesel,1355.0,862.0,0.6361623616236163,Power And Water Corporation,Disconnected
Mintaro Power Station,SA,2022,Gas,50144.0,43099.0,0.8595046266751755,International Power (Australia) Holdings Pty Limited,Connected
Minyerri (Hodgson Downs),NT,2022,Diesel,2379.0,1533.0,0.6443883984867591,Power And Water Corporation,Disconnected
Molong Solar Farm,NSW,2022,Solar,36969.0,417.0,0.0112797208471963,Amp Energy Australia 1-1 Pty Ltd,Connected
Moorabool South Wind Farm Pty Ltd,VIC,2022,Wind,438890.0,868.0,0.001977716512110096,Moorabool South Wind Farm (Holding) Pty Ltd,Connected
Moorabool Wind Farm Pty Ltd,VIC,2022,Wind,414478.0,813.0,0.0019615033849806262,Moorabool Wind Farm (Holding) Pty Ltd,Connected
Moranbah North Cmm Power Station,QLD,2022,Waste Coal Mine Gas,385077.0,245593.0,0.637776340835729,Ck William Australia Holdings Pty Ltd,Connected
Moranbah Power Station,QLD,2022,Coal Seam Methane,26451.0,14816.0,0.560130051793883,Sustainable Energy Infrastructure Holdings Pty Limited,Connected
Moree Solar Farm,SA,2022,Solar,135232.0,653.0,0.004828738760056791,Moree Holdings Co Pty Ltd,Connected
Mornington Peninsula Renewable Energy Facility,VIC,2022,Landfill Gas,4616.0,351.0,0.07603986135181975,Lms Energy Pty Ltd,Connected
Mortlake Power Station,VIC,2022,Gas,441440.0,248174.0,0.5621919173613628,Origin Energy Limited,Connected
Mortlake South Wind Farm,VIC,2022,Wind,102651.0,707.0,0.006887414637947999,Acciona Energy Oceania Pty Ltd,Connected
Mortons Lane Wind Farm,ACT,2022,Wind,59940.0,40.0,0.000667334000667334,Ps Renewable Energy Holdings Pty Ltd,Connected
Mount,NSW,2022,Gas,35.0,23.0,0.6571428571428571,Origin Energy Limited,Connected
Mount Emerald Wind Farm,QLD,2022,Wind,435664.0,1335.0,0.0030642880752139263,Ratch - Australia Corporation Pty Ltd,Connected
Mount Majura Solar Farm,ACT,2022,Solar,3941.0,1.0,0.0002537427048972342,Sentient Impact Group Pty Ltd,Connected
Mt Gellibrand Wind Farm,VIC,2022,Wind,278639.0,964.0,0.003459673627884108,Acciona Energy Oceania Pty Ltd,Connected
Mt Keith Power Station,WA,2022,Gas,289042.0,165136.0,0.5713218148227593,Transalta Energy (Australia) Pty Ltd,Disconnected
Mt Magnet Town Power Station,WA,2022,Gas,4162.0,2560.0,0.6150888995675157,Qgif Swan Holdco Pty Ltd,Disconnected
Mt Mercer Wind Farm Pty Ltd,VIC,2022,Wind,319753.0,60.0,0.00018764483835960883,Peak Renewables Holdings Pty Ltd,Connected
Mt Millar Wind Farm Pty Ltd,SA,2022,Wind,143855.0,38.0,0.00026415487817594104,Peak Renewables Holdings Pty Ltd,Connected
Mt Piper Power Station,NSW,2022,Coal,5896325.0,5141322.0,0.8719536321352707,Energyaustralia Holdings Limited,Connected
Mt Stuart Power Station,QLD,2022,Kerosene,17160.0,21278.0,1.23997668997669,Origin Energy Limited,Connected
Mugga Lane Lfge Station,ACT,2022,Landfill Gas,34600.0,4067.0,0.11754335260115607,Lgi Limited,Connected
Muja Power Station,WA,2022,Coal,3033023.0,2869748.0,0.9461675694513362,Electricity Generation And Retail Corporation,Connected
Mumbida Wind Farm Pty Ltd,WA,2022,Wind,223597.0,242.0,0.001082304324297732,Mumbida Wind Farm No 1 Holdings Pty Ltd,Connected
Mungarra Gas Turbine Station,WA,2022,Gas,5255.0,4687.0,0.8919124643196955,Electricity Generation And Retail Corporation,Connected
Murchison Radio Astronomy Power Station And Distribution Network,WA,2022,Diesel,3136.0,2209.0,0.7044005102040817,Regional Power Corporation,Disconnected
Murra Warra Ii Wind Farm,VIC,2022,Wind,561125.0,1296.0,0.0023096458008465136,Murra Warra Ii Project Co Pty Ltd,Connected
Murra Warra Wind Farm,VIC,2022,Wind,595993.0,733.0,0.0012298802167139548,Murra Warra Project Co Pty Ltd,Connected
Murray Island Remote Generation,QLD,2022,Diesel,2077.0,1433.0,0.6899374097255657,Energy Queensland Limited,Disconnected
Musselroe Wind Farm Pty Ltd,TAS,2022,Wind,510078.0,339.0,0.0006646042369990472,Shenhua Clean Energy Holdings Pty Limited,Connected
Nawma Renewable Energy Facility,SA,2022,Landfill Gas,8943.0,571.0,0.06384882030638488,Lms Energy Pty Ltd,Connected
Nawma Solar Facility,SA,2022,Solar,1082.0,0.0,,Lms Energy Pty Ltd,Connected
Numurkah Solar Farm Pty Ltd,VIC,2022,Solar,147668.0,1050.0,0.007110545277243546,Neoen Australia Pty. Ltd.,Connected
Nauiyu Nambiyu (Daly River),NT,2022,Solar,3242.0,1202.0,0.37075879086983343,Power And Water Corporation,Disconnected
Nevertire Solar Farm,NSW,2022,Solar,241826.0,612.0,0.0025307452465822534,Atmos Topco Pty Ltd,Connected
New Gullen Range Wind Farm Pty Ltd,NSW,2022,Wind,478918.0,406.0,0.0008477442902542815,Beijing Jingneng Clean Energy (Australia) Holding Pty Ltd,Connected
Newcastle Renewable Energy Facility,NSW,2022,Landfill Gas,19096.0,1416.0,0.07415165479681608,Lms Energy Pty Ltd,Connected
Newgen Neerabup Power Station,WA,2022,Gas,338730.0,235222.0,0.6944232869837333,Shell Energy Holdings Australia Limited,Connected
Newman Power Station,WA,2022,Gas,798399.0,379196.0,0.47494548465115816,Pioneer Sail Holdings Pty Limited,Disconnected
Newport Power Station,VIC,2022,Gas,432895.0,257558.0,0.5949664468289078,Energyaustralia Holdings Limited,Connected
Newtricity Developments Biala Pty Ltd,NSW,2022,Wind,384239.0,1035.0,0.0026936359921819492,Beijing Jingneng Clean Energy (Australia) Holding Pty Ltd,Connected
Nguiu (Bathurst Island),NT,2022,Diesel,7634.0,4798.0,0.6285040607807179,Power And Water Corporation,Disconnected
Ngukurr (Roper River),NT,2022,Diesel,5564.0,3626.0,0.6516894320632638,Power And Water Corporation,Disconnected
Norseman Power Station,WA,2022,Diesel,32158.0,22210.0,0.6906524037564525,Qgif Swan Holdco Pty Ltd,Disconnected
Nova Power Station,VIC,2022,Gas,9743.0,5260.0,0.5398747818946936,Qgif Swan Holdco Pty Ltd,Connected
Nullagine Power Station & Nullagine Distribution Network,WA,2022,Diesel,1183.0,657.0,0.555367709213863,Regional Power Corporation,Disconnected
Numbulwar (Rose River),NT,2022,Diesel,3063.0,2157.0,0.7042115572967679,Power And Water Corporation,Disconnected
Nyirripi (Waite Creek),NT,2022,Diesel,974.0,532.0,0.5462012320328542,Power And Water Corporation,Disconnected
Nyngan Solar Plant,NSW,2022,Solar,218247.0,776.0,0.003555604429843251,Agl Energy Limited,Connected
Oakey 1 Solar Farm,QLD,2022,Solar,49001.0,0.0,,Oakey 1 New Holdco Pty Ltd,Connected
Oakey 2 Solar Farm,QLD,2022,Solar,108954.0,0.0,,Fs Oakey 2 Pty Ltd,Connected
Oakey Power Station,QLD,2022,Gas,113377.0,74133.0,0.6538627764008573,Shell Energy Holdings Australia Limited,Connected
Oaklands Hill Wind Farm,VIC,2022,Wind,174417.0,434.0,0.0024882895589306087,Agl Energy Limited,Connected
Oaky Creek Ii Wcmg Power Station,QLD,2022,Waste Coal Mine Gas,98994.0,56245.0,0.5681657474190355,Ck William Australia Holdings Pty Ltd,Connected
Oaky Creek Wcmg Power Station,QLD,2022,Waste Coal Mine Gas,93442.0,48526.0,0.519316795445303,Ck William Australia Holdings Pty Ltd,Connected
Onslow Power Station & Onslow Distribution Network,WA,2022,Gas,19595.0,9533.0,0.48650165858637406,Regional Power Corporation,Disconnected
Ord Hydro,WA,2022,Hydro,71316.0,65.0,0.000911436423803915,Spic Pacific Energy Pty Ltd,Disconnected
Orwaitilla (Canteen Creek),NT,2022,Diesel,754.0,559.0,0.7413793103448276,Power And Water Corporation,Disconnected
Osborne Facility,SA,2022,Gas,440638.0,185019.0,0.41988888838456967,Atco Australia Pty Ltd,Connected
Owen Springs Power Station,NT,2022,Gas,132669.0,71828.0,0.5414075631835621,Power Generation Corporation,Disconnected
Pap1,SA,2022,Solar,1630.0,75.0,0.046012269938650305,Qs Maps Holdings No. 3 Pty Ltd,Disconnected
Parep Wind,SA,2022,Wind,662397.0,528.0,0.0007971050593526238,Iberdrola Australia Limited,Connected
Parkes Solar Farm Pty Ltd,NSW,2022,Solar,98933.0,267.0,0.002698796154973568,Neoen Australia Pty. Ltd.,Connected
Peg Power Station,WA,2022,Gas,0.0,7649.0,,Fortescue Metals Group Ltd,Disconnected
Palm Island Remote Generation,QLD,2022,Diesel,9257.0,6399.0,0.6912606676028951,Energy Queensland Limited,Disconnected
Palumpa,NT,2022,Diesel,1635.0,1119.0,0.6844036697247706,Power And Water Corporation,Disconnected
Papunya,NT,2022,Diesel,1941.0,1384.0,0.7130345182895415,Power And Water Corporation,Disconnected
Paraburdoo Power Station,WA,2022,Gas,541351.0,270649.0,0.49995104839558807,Rio Tinto Limited,Connected
Parkeston Power Station,WA,2022,Gas,75554.0,43918.0,0.5812796145803002,Goldfields Power Pty Ltd,Connected
Pelican Point Power Station,SA,2022,Gas,1710400.0,689892.0,0.4033512628624883,International Power (Australia) Holdings Pty Limited,Connected
Peppimenarti,NT,2022,Diesel,1253.0,858.0,0.684756584197925,Power And Water Corporation,Disconnected
Pidgeon Hole,NT,2022,Diesel,403.0,319.0,0.7915632754342432,Power And Water Corporation,Disconnected
Pindari Hydro,NSW,2022,Hydro,15428.0,17.0,0.0011018926626912109,Agl Energy Limited,Connected
Pine Creek A Power Station,NT,2022,Gas,196221.0,91717.0,0.46741684121475274,Ck William Australia Holdings Pty Ltd,Connected
Pinjar Gas Turbine Station,WA,2022,Gas,718062.0,669979.0,0.9330378156760837,Electricity Generation And Retail Corporation,Connected
Pirlangimpi (Garden Point),NT,2022,Diesel,2241.0,1776.0,0.7925033467202142,Power And Water Corporation,Disconnected
Pormpuraaw,QLD,2022,Diesel,3397.0,2294.0,0.6753017368266118,Energy Queensland Limited,Disconnected
Port Hedland Power Station,WA,2022,Gas,461349.0,352397.0,0.7638403898133517,Pioneer Sail Holdings Pty Limited,Connected
Port Lincoln Power Station,SA,2022,Diesel,4743.0,7107.0,1.4984187223276408,International Power (Australia) Holdings Pty Limited,Connected
Portland Wind Farms,VIC,2022,Wind,492638.0,385.0,0.0007815069077091089,Spic Pacific Energy Pty Ltd,Connected
Power Station - Flinders Island,TAS,2022,Wind,6047.0,2080.0,0.34397221762857616,Hydro-Electric Corporation,Disconnected
Power Station - King Island,TAS,2022,Wind,14507.0,7195.0,0.4959674639829048,Hydro-Electric Corporation,Disconnected
Power Station - Tamar Valley,TAS,2022,Gas,81038.0,51253.0,0.6324563784891039,Hydro-Electric Corporation,Connected
Quarantine Power Station,SA,2022,Gas,197794.0,126055.0,0.6373044682851856,Origin Energy Limited,Connected
Queanbeyan Battery Energy Storage System,ACT,2022,Battery,0.0,880.0,,Global Power Generation Australia Pty Ltd,Connected
Ramingining,NT,2022,Diesel,4553.0,2871.0,0.6305732484076433,Power And Water Corporation,Disconnected
Ratch-Australia Collinsville Solar Pv,QLD,2022,Solar,87052.0,180.0,0.0020677296328631164,Ratch - Australia Corporation Pty Ltd,Connected
Ravensthorpe Power Station,WA,2022,Diesel,423.0,331.0,0.7825059101654847,Electricity Networks Corporation,Connected
Raymond Terrace Renewable Energy Facility,NSW,2022,Landfill Gas,165.0,13.0,0.07878787878787878,Lms Energy Pty Ltd,Connected
Red Hill Lfg Power Station,WA,2022,Landfill Gas,25375.0,1954.0,0.07700492610837438,Ck William Australia Holdings Pty Ltd,Connected
Reedy Creek Renewable Energy Facility,QLD,2022,Landfill Gas,5861.0,429.0,0.0731957003924245,Lms Energy Pty Ltd,Connected
Remount Renewable Energy Facility,TAS,2022,Landfill Gas,5772.0,441.0,0.07640332640332641,Lms Energy Pty Ltd,Connected
Robina Shopping Centre Solar Farm,QLD,2022,Solar,7096.0,0.0,,Energy Queensland Limited,Disconnected
Robinson River,NT,2022,Diesel,1131.0,825.0,0.7294429708222812,Power And Water Corporation,Disconnected
Rochedale Renewable Energy Facility,QLD,2022,Landfill Gas,65206.0,5002.0,0.076710732141214,Lms Energy Pty Ltd,Connected
Rockingham Renewable Energy Facility,WA,2022,Landfill Gas,9867.0,737.0,0.07469342251950947,Lms Energy Pty Ltd,Connected
Rocky Point Sugar Mill Cogeneration,QLD,2022,Biomass,32467.0,2538.0,0.07817168201558505,W.H. Heck & Sons Proprietary Limited,Connected
Roma Power Station,QLD,2022,Gas,21838.0,17546.0,0.8034618554812711,Origin Energy Limited,Connected
Ron Goodin Power Station,NT,2022,Gas,51868.0,40570.0,0.7821778360453459,Power Generation Corporation,Disconnected
Ross River Solar Farm,QLD,2022,Solar,243779.0,678.0,0.0027812075691507473,Palisade Solar 1 Pty Ltd,Connected
Royalla Solar Farm,ACT,2022,Solar,32482.0,159.0,0.004895018779631796,Dif Infra 4 Holdings Australia Pty Ltd,Connected
Rubicon Hydro Scheme,VIC,2022,Hydro,2.0,30.0,15.0,Agl Energy Limited,Connected
Ryans Corner Windfarm,VIC,2022,Wind,0.0,2599.0,,Global Power Generation Australia Pty Ltd,Connected
