Code,Label,Year,Estimated resident population (no.),Population density (persons/km2),Estimated resident population - males (no.),Estimated resident population - females (no.),Median age - males (years),Median age - females (years),Median age - persons (years),Working age population (aged 15-64 years) (no.),Working age population (aged 15-64 years) (%),Males - 0-4 years (no.),Males - 5-9 years (no.),Males - 10-14 years (no.),Males - 15-19 years (no.),Males - 20-24 years (no.),Males - 25-29 years (no.),Males - 30-34 years (no.),Males - 35-39 years (no.),Males - 40-44 years (no.),Males - 45-49 years (no.),Males - 50-54 years (no.),Males - 55-59 years (no.),Males - 60-64 years (no.),Males - 65-69 years (no.),Males - 70-74 years (no.),Males - 75-79 years (no.),Males - 80-84 years (no.),Males - 85 and over (no.),Males - 0-4 years (%),Males - 5-9 years (%),Males - 10-14 years (%),Males - 15-19 years (%),Males - 20-24 years (%),Males - 25-29 years (%),Males - 30-34 years (%),Males - 35-39 years (%),Males - 40-44 years (%),Males - 45-49 years (%),Males - 50-54 years (%),Males - 55-59 years (%),Males - 60-64 years (%),Males - 65-69 years (%),Males - 70-74 years (%),Males - 75-79 years (%),Males - 80-84 years (%),Males - 85 and over (%),Females - 0-4 years (no.),Females - 5-9 years (no.),Females - 10-14 years (no.),Females - 15-19 years (no.),Females - 20-24 years (no.),Females - 25-29 years (no.),Females - 30-34 years (no.),Females - 35-39 years (no.),Females - 40-44 years (no.),Females - 45-49 years (no.),Females - 50-54 years (no.),Females - 55-59 years (no.),Females - 60-64 years (no.),Females - 65-69 years (no.),Females - 70-74 years (no.),Females - 75-79 years (no.),Females - 80-84 years (no.),Females - 85 and over (no.),Females - 0-4 years (%),Females - 5-9 years (%),Females - 10-14 years (%),Females - 15-19 years (%),Females - 20-24 years (%),Females - 25-29 years (%),Females - 30-34 years (%),Females - 35-39 years (%),Females - 40-44 years (%),Females - 45-49 years (%),Females - 50-54 years (%),Females - 55-59 years (%),Females - 60-64 years (%),Females - 65-69 years (%),Females - 70-74 years (%),Females - 75-79 years (%),Females - 80-84 years (%),Females - 85 and over (%),Persons - 0-4 years (no.),Persons - 5-9 years (no.),Persons - 10-14 years (no.),Persons - 15-19 years (no.),Persons - 20-24 years (no.),Persons - 25-29 years (no.),Persons - 30-34 years (no.),Persons - 35-39 years (no.),Persons - 40-44 years (no.),Persons - 45-49 years (no.),Persons - 50-54 years (no.),Persons - 55-59 years (no.),Persons - 60-64 years (no.),Persons - 65-69 years (no.),Persons - 70-74 years (no.),Persons - 75-79 years (no.),Persons - 80-84 years (no.),Persons - 85 and over (no.),Persons - 0-4 years (%),Persons - 5-9 years (%),Persons - 10-14 years (%),Persons - 15-19 years (%),Persons - 20-24 years (%),Persons - 25-29 years (%),Persons - 30-34 years (%),Persons - 35-39 years (%),Persons - 40-44 years (%),Persons - 45-49 years (%),Persons - 50-54 years (%),Persons - 55-59 years (%),Persons - 60-64 years (%),Persons - 65-69 years (%),Persons - 70-74 years (%),Persons - 75-79 years (%),Persons - 80-84 years (%),Persons - 85 and over (%),Births (no.),Total fertility rate (births per female) (rate),Deaths (no.),"Standardised death rate (per 1,000 people) (rate)"
32,Outer Regional Australia,2019.0,689119.0,4.4,349034.0,340085.0,38.2,38.9,38.6,445052.0,64.6,22132.0,23854.0,24440.0,21876.0,22288.0,23563.0,22120.0,21755.0,20808.0,23742.0,22767.0,23729.0,21459.0,19095.0,15520.0,9771.0,5957.0,4158.0,6.3,6.8,7.0,6.3,6.4,6.8,6.3,6.2,6.0,6.8,6.5,6.8,6.1,5.5,4.4,2.8,1.7,1.2,20378.0,22587.0,22882.0,20507.0,20534.0,23037.0,22587.0,22433.0,21718.0,23803.0,22501.0,23205.0,20620.0,17489.0,14177.0,9578.0,6150.0,5899.0,6.0,6.6,6.7,6.0,6.0,6.8,6.6,6.6,6.4,7.0,6.6,6.8,6.1,5.1,4.2,2.8,1.8,1.7,42510.0,46441.0,47322.0,42383.0,42822.0,46600.0,44707.0,44188.0,42526.0,47545.0,45268.0,46934.0,42079.0,36584.0,29697.0,19349.0,12107.0,10057.0,6.2,6.7,6.9,6.2,6.2,6.8,6.5,6.4,6.2,6.9,6.6,6.8,6.1,5.3,4.3,2.8,1.8,1.5,8408.0,1.94,4615.0,0.6
32,Outer Regional Australia,2020.0,694107.0,4.4,351377.0,342730.0,38.7,39.4,39.0,446449.0,64.3,21237.0,23759.0,24796.0,21694.0,21980.0,23543.0,22342.0,22100.0,20649.0,23465.0,23005.0,23772.0,22168.0,19572.0,16170.0,10431.0,6362.0,4332.0,6.0,6.8,7.1,6.2,6.3,6.7,6.4,6.3,5.9,6.7,6.5,6.8,6.3,5.6,4.6,3.0,1.8,1.2,19747.0,22248.0,23359.0,20294.0,20147.0,22903.0,22701.0,22751.0,21854.0,23610.0,22687.0,23473.0,21311.0,18008.0,14888.0,10175.0,6494.0,6080.0,5.8,6.5,6.8,5.9,5.9,6.7,6.6,6.6,6.4,6.9,6.6,6.8,6.2,5.3,4.3,3.0,1.9,1.8,40984.0,46007.0,48155.0,41988.0,42127.0,46446.0,45043.0,44851.0,42503.0,47075.0,45692.0,47245.0,43479.0,37580.0,31058.0,20606.0,12856.0,10412.0,5.9,6.6,6.9,6.0,6.1,6.7,6.5,6.5,6.1,6.8,6.6,6.8,6.3,5.4,4.5,3.0,1.9,1.5,8183.0,1.9,4602.0,5.9
32,Outer Regional Australia,2021.0,697295.0,4.4,352966.0,344329.0,39.2,39.9,39.6,446842.0,64.1,20180.0,23478.0,25018.0,21668.0,21561.0,23055.0,22448.0,22473.0,20643.0,22893.0,23691.0,23684.0,22936.0,19976.0,16930.0,11107.0,6669.0,4556.0,5.7,6.7,7.1,6.1,6.1,6.5,6.4,6.4,5.8,6.5,6.7,6.7,6.5,5.7,4.8,3.1,1.9,1.3,19064.0,21845.0,23523.0,20554.0,19408.0,22449.0,22624.0,22982.0,21982.0,23128.0,23264.0,23288.0,22111.0,18621.0,15575.0,10806.0,6748.0,6357.0,5.5,6.3,6.8,6.0,5.6,6.5,6.6,6.7,6.4,6.7,6.8,6.8,6.4,5.4,4.5,3.1,2.0,1.8,39244.0,45323.0,48541.0,42222.0,40969.0,45504.0,45072.0,45455.0,42625.0,46021.0,46955.0,46972.0,45047.0,38597.0,32505.0,21913.0,13417.0,10913.0,5.6,6.5,7.0,6.1,5.9,6.5,6.5,6.5,6.1,6.6,6.7,6.7,6.5,5.5,4.7,3.1,1.9,1.6,8714.0,1.91,4812.0,5.9
32,Outer Regional Australia,2022.0,707116.0,4.5,357704.0,349412.0,39.5,40.3,39.9,451552.0,63.9,20569.0,22995.0,25259.0,22574.0,21756.0,22787.0,22622.0,22790.0,21032.0,22306.0,24167.0,23662.0,23617.0,20305.0,17243.0,12236.0,6871.0,4913.0,5.8,6.4,7.1,6.3,6.1,6.4,6.3,6.4,5.9,6.2,6.8,6.6,6.6,5.7,4.8,3.4,1.9,1.4,19313.0,21521.0,23614.0,21477.0,19178.0,22124.0,23084.0,23177.0,22236.0,22798.0,24045.0,23174.0,22946.0,19394.0,15757.0,11716.0,7189.0,6669.0,5.5,6.2,6.8,6.1,5.5,6.3,6.6,6.6,6.4,6.5,6.9,6.6,6.6,5.6,4.5,3.4,2.1,1.9,39882.0,44516.0,48873.0,44051.0,40934.0,44911.0,45706.0,45967.0,43268.0,45104.0,48212.0,46836.0,46563.0,39699.0,33000.0,23952.0,14060.0,11582.0,5.6,6.3,6.9,6.2,5.8,6.4,6.5,6.5,6.1,6.4,6.8,6.6,6.6,5.6,4.7,3.4,2.0,1.6,8440.0,1.92,5228.0,5.9
32,Outer Regional Australia,2023.0,719279.0,4.6,363691.0,355634.0,39.5,40.4,40.0,458944.0,63.8,20521.0,22827.0,25091.0,23733.0,22322.0,23482.0,23381.0,22595.0,21970.0,21691.0,24342.0,23513.0,24136.0,20861.0,17803.0,13066.0,7110.0,5247.0,5.6,6.3,6.9,6.5,6.1,6.5,6.4,6.2,6.0,6.0,6.7,6.5,6.6,5.7,4.9,3.6,2.0,1.4,19695.0,21338.0,23480.0,22367.0,19497.0,22405.0,23975.0,23308.0,22892.0,22415.0,24431.0,22994.0,23495.0,20091.0,16170.0,12587.0,7594.0,6900.0,5.5,6.0,6.6,6.3,5.5,6.3,6.7,6.6,6.4,6.3,6.9,6.5,6.6,5.6,4.5,3.5,2.1,1.9,40216.0,44165.0,48571.0,46100.0,41819.0,45887.0,47356.0,45903.0,44862.0,44106.0,48773.0,46507.0,47631.0,40952.0,33973.0,25653.0,14704.0,12147.0,5.6,6.1,6.8,6.4,5.8,6.4,6.6,6.4,6.2,6.1,6.8,6.5,6.6,5.7,4.7,3.6,2.0,1.7,7969.0,1.9,5197.0,5.9
32,Outer Regional Australia,2024.0,730225.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Remote Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.0,2.13,389.0,6.3
33,Remote Australia,2019.0,72278.0,0.3,38133.0,34145.0,37.1,35.5,36.3,47492.0,65.7,2674.0,2699.0,2432.0,2105.0,2366.0,2961.0,2726.0,2481.0,2192.0,2476.0,2588.0,2717.0,2383.0,1937.0,1562.0,1012.0,512.0,310.0,7.0,7.1,6.4,5.5,6.2,7.8,7.1,6.5,5.7,6.5,6.8,7.1,6.2,5.1,4.1,2.7,1.3,0.8,2566.0,2522.0,2191.0,1801.0,2331.0,2853.0,2560.0,2247.0,2018.0,2264.0,2198.0,2340.0,1885.0,1534.0,1191.0,783.0,475.0,386.0,7.5,7.4,6.4,5.3,6.8,8.4,7.5,6.6,5.9,6.6,6.4,6.9,5.5,4.5,3.5,2.3,1.4,1.1,5240.0,5221.0,4623.0,3906.0,4697.0,5814.0,5286.0,4728.0,4210.0,4740.0,4786.0,5057.0,4268.0,3471.0,2753.0,1795.0,987.0,696.0,7.2,7.2,6.4,5.4,6.5,8.0,7.3,6.5,5.8,6.6,6.6,7.0,5.9,4.8,3.8,2.5,1.4,1.0,1084.0,2.13,425.0,6.1
33,Remote Australia,2020.0,72553.0,0.3,38252.0,34301.0,37.5,35.9,36.7,47476.0,65.4,2604.0,2691.0,2477.0,2079.0,2367.0,2881.0,2738.0,2484.0,2155.0,2502.0,2562.0,2731.0,2487.0,1947.0,1627.0,1035.0,574.0,311.0,6.8,7.0,6.5,5.4,6.2,7.5,7.2,6.5,5.6,6.5,6.7,7.1,6.5,5.1,4.3,2.7,1.5,0.8,2493.0,2551.0,2226.0,1799.0,2254.0,2807.0,2581.0,2344.0,1975.0,2207.0,2205.0,2340.0,1978.0,1593.0,1246.0,813.0,488.0,401.0,7.3,7.4,6.5,5.2,6.6,8.2,7.5,6.8,5.8,6.4,6.4,6.8,5.8,4.6,3.6,2.4,1.4,1.2,5097.0,5242.0,4703.0,3878.0,4621.0,5688.0,5319.0,4828.0,4130.0,4709.0,4767.0,5071.0,4465.0,3540.0,2873.0,1848.0,1062.0,712.0,7.0,7.2,6.5,5.3,6.4,7.8,7.3,6.7,5.7,6.5,6.6,7.0,6.2,4.9,4.0,2.5,1.5,1.0,964.0,2.07,413.0,5.9
33,Remote Australia,2021.0,72578.0,0.3,38337.0,34241.0,37.7,36.3,37.0,47301.0,65.2,2578.0,2622.0,2534.0,2074.0,2345.0,2845.0,2756.0,2484.0,2136.0,2454.0,2583.0,2720.0,2579.0,1972.0,1668.0,1053.0,632.0,302.0,6.7,6.8,6.6,5.4,6.1,7.4,7.2,6.5,5.6,6.4,6.7,7.1,6.7,5.1,4.4,2.7,1.6,0.8,2435.0,2573.0,2198.0,1782.0,2185.0,2683.0,2603.0,2381.0,1987.0,2145.0,2180.0,2320.0,2059.0,1631.0,1303.0,841.0,508.0,427.0,7.1,7.5,6.4,5.2,6.4,7.8,7.6,7.0,5.8,6.3,6.4,6.8,6.0,4.8,3.8,2.5,1.5,1.2,5013.0,5195.0,4732.0,3856.0,4530.0,5528.0,5359.0,4865.0,4123.0,4599.0,4763.0,5040.0,4638.0,3603.0,2971.0,1894.0,1140.0,729.0,6.9,7.2,6.5,5.3,6.2,7.6,7.4,6.7,5.7,6.3,6.6,6.9,6.4,5.0,4.1,2.6,1.6,1.0,1098.0,2.13,429.0,0.6
33,Remote Australia,2022.0,72789.0,0.3,38358.0,34431.0,38.1,36.4,37.3,47041.0,64.6,2582.0,2603.0,2479.0,2098.0,2236.0,2819.0,2730.0,2577.0,2108.0,2282.0,2624.0,2654.0,2630.0,2071.0,1678.0,1165.0,666.0,356.0,6.7,6.8,6.5,5.5,5.8,7.3,7.1,6.7,5.5,5.9,6.8,6.9,6.9,5.4,4.4,3.0,1.7,0.9,2498.0,2503.0,2265.0,1754.0,2124.0,2679.0,2684.0,2345.0,1987.0,2037.0,2254.0,2283.0,2136.0,1659.0,1297.0,916.0,553.0,457.0,7.3,7.3,6.6,5.1,6.2,7.8,7.8,6.8,5.8,5.9,6.5,6.6,6.2,4.8,3.8,2.7,1.6,1.3,5080.0,5106.0,4744.0,3852.0,4360.0,5498.0,5414.0,4922.0,4095.0,4319.0,4878.0,4937.0,4766.0,3730.0,2975.0,2081.0,1219.0,813.0,7.0,7.0,6.5,5.3,6.0,7.6,7.4,6.8,5.6,5.9,6.7,6.8,6.5,5.1,4.1,2.9,1.7,1.1,1054.0,2.12,491.0,6.1
33,Remote Australia,2023.0,73213.0,0.3,38584.0,34637.0,38.2,36.6,37.4,47092.0,64.3,2645.0,2551.0,2558.0,2145.0,2194.0,2743.0,2770.0,2594.0,2234.0,2139.0,2624.0,2535.0,2711.0,2090.0,1688.0,1278.0,679.0,406.0,6.9,6.6,6.6,5.6,5.7,7.1,7.2,6.7,5.8,5.5,6.8,6.6,7.0,5.4,4.4,3.3,1.8,1.1,2424.0,2522.0,2285.0,1836.0,2081.0,2722.0,2705.0,2331.0,2058.0,1992.0,2281.0,2180.0,2217.0,1691.0,1305.0,974.0,553.0,480.0,7.0,7.3,6.6,5.3,6.0,7.9,7.8,6.7,5.9,5.8,6.6,6.3,6.4,4.9,3.8,2.8,1.6,1.4,5069.0,5073.0,4843.0,3981.0,4275.0,5465.0,5475.0,4925.0,4292.0,4131.0,4905.0,4715.0,4928.0,3781.0,2993.0,2252.0,1232.0,886.0,6.9,6.9,6.6,5.4,5.8,7.5,7.5,6.7,5.9,5.6,6.7,6.4,6.7,5.2,4.1,3.1,1.7,1.2,1059.0,2.21,456.0,6.1
33,Remote Australia,2024.0,73623.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Very Remote Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.0,2.42,325.0,7.2
34,Very Remote Australia,2019.0,53821.0,,27594.0,26227.0,34.2,33.5,33.9,35113.0,65.2,2267.0,2266.0,1980.0,1656.0,1902.0,2140.0,1856.0,1687.0,1584.0,1685.0,1843.0,1820.0,1668.0,1219.0,917.0,604.0,285.0,215.0,8.2,8.2,7.2,6.0,6.9,7.8,6.7,6.1,5.7,6.1,6.7,6.6,6.0,4.4,3.3,2.2,1.0,0.8,2081.0,2204.0,1800.0,1604.0,1916.0,2136.0,1917.0,1776.0,1507.0,1631.0,1723.0,1691.0,1371.0,1025.0,762.0,496.0,281.0,306.0,7.9,8.4,6.9,6.1,7.3,8.1,7.3,6.8,5.7,6.2,6.6,6.4,5.2,3.9,2.9,1.9,1.1,1.2,4348.0,4470.0,3780.0,3260.0,3818.0,4276.0,3773.0,3463.0,3091.0,3316.0,3566.0,3511.0,3039.0,2244.0,1679.0,1100.0,566.0,521.0,8.1,8.3,7.0,6.1,7.1,7.9,7.0,6.4,5.7,6.2,6.6,6.5,5.6,4.2,3.1,2.0,1.1,1.0,819.0,2.33,334.0,7.1
34,Very Remote Australia,2020.0,53573.0,,27433.0,26140.0,34.5,33.9,34.2,34937.0,65.2,2185.0,2231.0,1974.0,1639.0,1892.0,2076.0,1911.0,1679.0,1522.0,1670.0,1831.0,1809.0,1683.0,1266.0,916.0,626.0,312.0,211.0,8.0,8.1,7.2,6.0,6.9,7.6,7.0,6.1,5.5,6.1,6.7,6.6,6.1,4.6,3.3,2.3,1.1,0.8,2016.0,2175.0,1786.0,1569.0,1907.0,2088.0,1933.0,1786.0,1478.0,1625.0,1699.0,1710.0,1430.0,1033.0,776.0,523.0,297.0,309.0,7.7,8.3,6.8,6.0,7.3,8.0,7.4,6.8,5.7,6.2,6.5,6.5,5.5,4.0,3.0,2.0,1.1,1.2,4201.0,4406.0,3760.0,3208.0,3799.0,4164.0,3844.0,3465.0,3000.0,3295.0,3530.0,3519.0,3113.0,2299.0,1692.0,1149.0,609.0,520.0,7.8,8.2,7.0,6.0,7.1,7.8,7.2,6.5,5.6,6.2,6.6,6.6,5.8,4.3,3.2,2.1,1.1,1.0,746.0,2.13,299.0,6.9
34,Very Remote Australia,2021.0,53547.0,,27407.0,26140.0,34.7,34.4,34.6,34996.0,65.4,2076.0,2186.0,1953.0,1677.0,1876.0,2067.0,1989.0,1688.0,1533.0,1619.0,1819.0,1822.0,1682.0,1329.0,927.0,620.0,355.0,189.0,7.6,8.0,7.1,6.1,6.8,7.5,7.3,6.2,5.6,5.9,6.6,6.6,6.1,4.8,3.4,2.3,1.3,0.7,1968.0,2116.0,1783.0,1555.0,1870.0,2072.0,1923.0,1826.0,1509.0,1571.0,1697.0,1706.0,1495.0,1068.0,803.0,556.0,309.0,313.0,7.5,8.1,6.8,5.9,7.2,7.9,7.4,7.0,5.8,6.0,6.5,6.5,5.7,4.1,3.1,2.1,1.2,1.2,4044.0,4302.0,3736.0,3232.0,3746.0,4139.0,3912.0,3514.0,3042.0,3190.0,3516.0,3528.0,3177.0,2397.0,1730.0,1176.0,664.0,502.0,7.6,8.0,7.0,6.0,7.0,7.7,7.3,6.6,5.7,6.0,6.6,6.6,5.9,4.5,3.2,2.2,1.2,0.9,806.0,2.08,321.0,6.8
34,Very Remote Australia,2022.0,53698.0,,27403.0,26295.0,35.1,34.6,34.9,34840.0,64.9,2107.0,2136.0,1911.0,1671.0,1787.0,2098.0,1941.0,1700.0,1545.0,1627.0,1833.0,1780.0,1701.0,1355.0,955.0,670.0,375.0,211.0,7.7,7.8,7.0,6.1,6.5,7.7,7.1,6.2,5.6,5.9,6.7,6.5,6.2,4.9,3.5,2.4,1.4,0.8,1980.0,2068.0,1881.0,1449.0,1826.0,2083.0,1989.0,1840.0,1546.0,1509.0,1723.0,1646.0,1546.0,1124.0,834.0,574.0,338.0,339.0,7.5,7.9,7.2,5.5,6.9,7.9,7.6,7.0,5.9,5.7,6.6,6.3,5.9,4.3,3.2,2.2,1.3,1.3,4087.0,4204.0,3792.0,3120.0,3613.0,4181.0,3930.0,3540.0,3091.0,3136.0,3556.0,3426.0,3247.0,2479.0,1789.0,1244.0,713.0,550.0,7.6,7.8,7.1,5.8,6.7,7.8,7.3,6.6,5.8,5.8,6.6,6.4,6.0,4.6,3.3,2.3,1.3,1.0,804.0,2.07,336.0,6.7
34,Very Remote Australia,2023.0,54163.0,,27651.0,26525.0,35.3,34.7,35.0,34817.0,64.3,2099.0,2109.0,2007.0,1613.0,1759.0,2138.0,2000.0,1752.0,1577.0,1574.0,1809.0,1788.0,1674.0,1405.0,1003.0,691.0,416.0,237.0,7.6,7.6,7.3,5.8,6.4,7.7,7.2,6.3,5.7,5.7,6.5,6.5,6.1,5.1,3.6,2.5,1.5,0.9,1996.0,2071.0,1931.0,1442.0,1770.0,2121.0,2032.0,1798.0,1609.0,1463.0,1720.0,1629.0,1549.0,1171.0,859.0,621.0,386.0,357.0,7.5,7.8,7.3,5.4,6.7,8.0,7.7,6.8,6.1,5.5,6.5,6.1,5.8,4.4,3.2,2.3,1.5,1.3,4095.0,4180.0,3938.0,3055.0,3529.0,4259.0,4032.0,3550.0,3186.0,3037.0,3529.0,3417.0,3223.0,2576.0,1862.0,1312.0,802.0,594.0,7.6,7.7,7.3,5.6,6.5,7.9,7.4,6.6,5.9,5.6,6.5,6.3,5.9,4.8,3.4,2.4,1.5,1.1,855.0,2.17,317.0,6.7
34,Very Remote Australia,2024.0,54525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Major Cities of Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586.0,1.64,9824.0,5.4
40,Major Cities of Australia,2019.0,1330316.0,867.5,651502.0,678814.0,37.5,39.9,38.7,863823.0,64.9,39071.0,40888.0,39127.0,40082.0,48500.0,47752.0,47136.0,44907.0,40537.0,42780.0,40235.0,40289.0,35715.0,31705.0,27979.0,18754.0,13244.0,12801.0,6.0,6.3,6.0,6.2,7.4,7.3,7.2,6.9,6.2,6.6,6.2,6.2,5.5,4.9,4.3,2.9,2.0,2.0,36969.0,38893.0,37945.0,38284.0,46169.0,47598.0,48305.0,46082.0,41050.0,43799.0,42179.0,42674.0,39750.0,36129.0,31779.0,22511.0,17188.0,21510.0,5.4,5.7,5.6,5.6,6.8,7.0,7.1,6.8,6.0,6.5,6.2,6.3,5.9,5.3,4.7,3.3,2.5,3.2,76040.0,79781.0,77072.0,78366.0,94669.0,95350.0,95441.0,90989.0,81587.0,86579.0,82414.0,82963.0,75465.0,67834.0,59758.0,41265.0,30432.0,34311.0,5.7,6.0,5.8,5.9,7.1,7.2,7.2,6.8,6.1,6.5,6.2,6.2,5.7,5.1,4.5,3.1,2.3,2.6,15196.0,1.61,10037.0,5.4
40,Major Cities of Australia,2020.0,1349946.0,880.3,660262.0,689684.0,37.7,40.1,38.9,873706.0,64.7,38594.0,41001.0,40358.0,39748.0,48159.0,48770.0,47761.0,46552.0,40837.0,42627.0,40839.0,40466.0,36629.0,32259.0,29184.0,19759.0,13701.0,13018.0,5.8,6.2,6.1,6.0,7.3,7.4,7.2,7.1,6.2,6.5,6.2,6.1,5.5,4.9,4.4,3.0,2.1,2.0,36784.0,39241.0,38888.0,38025.0,45643.0,48207.0,49084.0,47839.0,42053.0,43534.0,42711.0,43117.0,41105.0,37002.0,33401.0,23534.0,17875.0,21641.0,5.3,5.7,5.6,5.5,6.6,7.0,7.1,6.9,6.1,6.3,6.2,6.3,6.0,5.4,4.8,3.4,2.6,3.1,75378.0,80242.0,79246.0,77773.0,93802.0,96977.0,96845.0,94391.0,82890.0,86161.0,83550.0,83583.0,77734.0,69261.0,62585.0,43293.0,31576.0,34659.0,5.6,5.9,5.9,5.8,6.9,7.2,7.2,7.0,6.1,6.4,6.2,6.2,5.8,5.1,4.6,3.2,2.3,2.6,14390.0,1.57,9826.0,5.2
40,Major Cities of Australia,2021.0,1358462.0,885.8,664433.0,694029.0,38.0,40.4,39.2,875555.0,64.5,38158.0,41031.0,40706.0,39208.0,46792.0,49365.0,48040.0,47664.0,41703.0,41869.0,41785.0,40096.0,37443.0,32479.0,29772.0,20930.0,13955.0,13437.0,5.7,6.2,6.1,5.9,7.0,7.4,7.2,7.2,6.3,6.3,6.3,6.0,5.6,4.9,4.5,3.2,2.1,2.0,36581.0,39224.0,39437.0,37569.0,44382.0,48037.0,49100.0,48797.0,43391.0,42615.0,43315.0,42713.0,41671.0,37363.0,34609.0,24818.0,18366.0,22041.0,5.3,5.7,5.7,5.4,6.4,6.9,7.1,7.0,6.3,6.1,6.2,6.2,6.0,5.4,5.0,3.6,2.6,3.2,74739.0,80255.0,80143.0,76777.0,91174.0,97402.0,97140.0,96461.0,85094.0,84484.0,85100.0,82809.0,79114.0,69842.0,64381.0,45748.0,32321.0,35478.0,5.5,5.9,5.9,5.7,6.7,7.2,7.2,7.1,6.3,6.2,6.3,6.1,5.8,5.1,4.7,3.4,2.4,2.6,15362.0,1.58,10455.0,5.2
40,Major Cities of Australia,2022.0,1374074.0,896.0,672027.0,702047.0,38.0,40.5,39.2,884622.0,64.4,38408.0,40886.0,41271.0,40057.0,46899.0,50216.0,48795.0,48395.0,42747.0,41237.0,42448.0,39668.0,38061.0,32682.0,29414.0,22748.0,14372.0,13723.0,5.7,6.1,6.1,6.0,7.0,7.5,7.3,7.2,6.4,6.1,6.3,5.9,5.7,4.9,4.4,3.4,2.1,2.0,36626.0,39090.0,39749.0,38462.0,44342.0,48802.0,49757.0,49805.0,44601.0,41997.0,44094.0,42254.0,41985.0,38049.0,34553.0,27006.0,18745.0,22130.0,5.2,5.6,5.7,5.5,6.3,7.0,7.1,7.1,6.4,6.0,6.3,6.0,6.0,5.4,4.9,3.8,2.7,3.2,75034.0,79976.0,81020.0,78519.0,91241.0,99018.0,98552.0,98200.0,87348.0,83234.0,86542.0,81922.0,80046.0,70731.0,63967.0,49754.0,33117.0,35853.0,5.5,5.8,5.9,5.7,6.6,7.2,7.2,7.1,6.4,6.1,6.3,6.0,5.8,5.1,4.7,3.6,2.4,2.6,15143.0,1.56,11166.0,5.2
40,Major Cities of Australia,2023.0,1401874.0,914.1,685911.0,715302.0,37.9,40.3,39.1,904755.0,64.6,38522.0,40969.0,41946.0,41810.0,48217.0,52341.0,50728.0,49454.0,44898.0,40934.0,42679.0,39414.0,38472.0,33149.0,29391.0,24203.0,14778.0,14006.0,5.6,6.0,6.1,6.1,7.0,7.6,7.4,7.2,6.5,6.0,6.2,5.7,5.6,4.8,4.3,3.5,2.2,2.0,36827.0,39007.0,40099.0,40122.0,45342.0,50664.0,51460.0,50997.0,46601.0,41906.0,44342.0,41992.0,42382.0,38468.0,34840.0,28749.0,19229.0,22275.0,5.1,5.5,5.6,5.6,6.3,7.1,7.2,7.1,6.5,5.9,6.2,5.9,5.9,5.4,4.9,4.0,2.7,3.1,75349.0,79976.0,82045.0,81932.0,93559.0,103005.0,102188.0,100451.0,91499.0,82840.0,87021.0,81406.0,80854.0,71617.0,64231.0,52952.0,34007.0,36281.0,5.4,5.7,5.9,5.8,6.7,7.4,7.3,7.2,6.5,5.9,6.2,5.8,5.8,5.1,4.6,3.8,2.4,2.6,14225.0,1.53,11177.0,5.3
40,Major Cities of Australia,2024.0,1422859.0,927.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Inner Regional Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.0,1.87,1357.0,5.1
